cod_clasedpto	nom_clasedpto	cod_tipodpto	nom_tipodpto	Unidad_Operativa	Unidad_Operativa_Desc	fuente
904	LICENCIATURA EN ARTES VISUALES	FCH	Facultad de Derecho y Ciencias Humanas	FDyCH	Facultad de Derecho y Ciencias Humanas	MAGIX
909	DEPARTAMENTO DE NEUROCIENCIA Y APRENDIZAJE	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	MAGIX
912	DEPARTAMENTO DE PSICOLOGIA	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	MAGIX
913	DEPTO. PSICOLOGIA DEL DESARROLLO Y EDUCACION	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	MAGIX
920	DEPARTAMENTO DE BIENESTAR Y SALUD	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	MAGIX
928	LIC. EN LOGISTICA	FCE	Facultad De Ciencias Empresariales	FCE	Facultad De Ciencias Empresariales	MAGIX
936	MAESTRIA EN DERECHO PROCESAL PENAL	UCUBS	Ucu Business School	UCUBS	Ucu Business School	MAGIX
938	DPTO CIENCIAS DE LA ENFERMERIA	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	MAGIX
939	DEPARTAMENTO NUTRICION	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	MAGIX
940	DPTO CIENCIAS DEL MOVIMIENTO HUMANO	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	MAGIX
941	DECANATO FACULTAD DE CIENCIAS DE LA SALUD	VPA	Vicerrectoría de Programas Académicos	VPA	Vicerrectoría de Programas Académicos	MAGIX
942	LICENCIATURA EN FISIOTERAPIA	FCS	Facultad De Ciencias De La Salud	FCS	Facultad De Ciencias De La Salud	MAGIX
943	LICENCIATURA EN PSICOMOTRICIDAD	FCS	Facultad De Ciencias De La Salud	FCS	Facultad De Ciencias De La Salud	MAGIX
946	LIC. EN ENFERMERÍA	FCS	Facultad De Ciencias De La Salud	FCS	Facultad De Ciencias De La Salud	MAGIX
95	CARRERA DE GRADO EN EDUCACION	FCH	Facultad de Derecho y Ciencias Humanas	FDyCH	Facultad de Derecho y Ciencias Humanas	MAGIX
950	MAESTRIA EN CUIDADOS PALIATIVOS	UCUBS	Ucu Business School	UCUBS	Ucu Business School	MAGIX
956	PG. ESP. GESTION SERVICIOS DE SALUD	EPG	Escuela De Postgrados	EPG	Escuela De Postgrados	MAGIX
1071	MAESTRIA EN TECNOLOG Y GESTION AMBIENTAL DE ALIMENTOS	UCUBS	Ucu Business School	UCUBS	Ucu Business School	MAGIX
782	DOCTORADO EN PSICOLOGIA	FPSIC	Facultad De Psicología	FPSIC	Facultad De Psicología	MAGIX
1059	ESCUELA DE POSTGRADO - DIRECCION	VPA	Vicerrectoría de Programas Académicos	VPA	Vicerrectoría de Programas Académicos	MAGIX
1060	DIRECCIÓN DE ASUNTOS ESTUDIANTILES	VCU	Dirección De Asuntos Estudiantiles	VCU	Dirección De Asuntos Estudiantiles	MAGIX
1067	MAESTRIA EN MARKETING	UCUBS	Ucu Business School	UCUBS	Ucu Business School	MAGIX
1075	CLINICA UNIVERSITARIA	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	MAGIX
45	DECANATO (FDER)	FD	Facultad de Derecho y Ciencias Humanas	FDyCH	Facultad de Derecho y Ciencias Humanas	MAGIX
66	CENTRO IGNIS	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	VII-DEPTOS	Vii-Departamentos, Institutos Y Centros	MAGIX
70	DECANATO FCCHH	FCH	Facultad de Derecho y Ciencias Humanas	FDyCH	Facultad de Derecho y Ciencias Humanas	MAGIX
741	INGENIERÍA EN INFORMÁTICA (SALTO)	FIT	Facultad De Ingenieria Y Tecnologías	FIT	Facultad De Ingenieria Y Tecnologías	MAGIX
857	FPS - MAESTRIA EN NUTRICION	FCS	Facultad De Ciencias De La Salud	FCS	Facultad De Ciencias De La Salud	MAGIX
