cod_clasedpto	nom_clasedpto	cod_tipodpto	nom_tipodpto	Unidad_Operativa	Unidad_Operativa_Desc	fuente
336	FACULTAD DE PSICOLOGÍA                                                                              	FPSIC	Facultad De Psicología                                                                              	FPSIC	Facultad De Psicología                                                                              	MAGIX
143	DIRECCIÓN DE RECURSOS HUMANOS                                                                       	VRAD      	Dirección De Recursos Humanos                                                                       	VRAD      	Dirección De Recursos Humanos                                                                       	MAGIX
142	DIRECCIÓN DE PLANTA FÍSICA                                                                          	VRAD      	Dirección De Planta Física                                                                          	VRAD      	Dirección De Planta Física                                                                          	MAGIX
140	DIRECCIÓN ADMINISTRATIVA Y FINANCIERA                                                               	VRAD      	Dirección Administrativa Y Financiera                                                               	VRAD      	Dirección Administrativa Y Financiera                                                               	MAGIX
139	SECRETARIA SEDE CENTRO                                                                              	SMVDYGRAL	Secretaria Sede Centro                                                                              	SMVDYGRAL	Secretaria Sede Centro                                                                              	MAGIX
138	BIBLIOTECA Y ARCHIVO                                                                                	VPA       	Biblioteca Y Archivo                                                                                	VPA       	Biblioteca Y Archivo                                                                                	MAGIX
137	ASESORÍA LEGAL                                                                                      	RECTORÍA                                                                                            	Asesoría Legal                                                                                      	RECTORÍA                                                                                            	Asesoría Legal                                                                                      	MAGIX
136	SEDE LITORAL NORTE - SALTO                                                                          	VPA       	Sede Litoral Norte - Salto                                                                          	VPA       	Sede Litoral Norte - Salto                                                                          	MAGIX
135	SEDE LITORAL NORTE - PAYSANDÚ                                                                       	VPA       	Sede Litoral Norte - Paysandú                                                                       	VPA       	Sede Litoral Norte - Paysandú                                                                       	MAGIX
134	SEDE PUNTA DEL ESTE- MALDONADO                                                                      	VPA       	Sede Punta Del Este- Maldonado                                                                      	VPA       	Sede Punta Del Este- Maldonado                                                                      	MAGIX
133	DIRECCIÓN DE RELACIONES INSTITUCIONALES Y COMUNICACIONES                                            	VCU       	Dirección De Relaciones Institucionales Y Comunicaciones                                            	VCU       	Dirección De Relaciones Institucionales Y Comunicaciones                                            	MAGIX
303	FACULTAD DE PSICOLOGÍA                                                                              	FPSIC	Facultad De Psicología                                                                              	FPSIC	Facultad De Psicología                                                                              	MAGIX
267	FACULTAD DE PSICOLOGÍA                                                                              	FPSIC	Facultad De Psicología                                                                              	FPSIC	Facultad De Psicología                                                                              	MAGIX
233	FACULTAD DE PSICOLOGÍA                                                                              	FPSIC	Facultad De Psicología                                                                              	FPSIC	Facultad De Psicología                                                                              	MAGIX
199	FACULTAD DE PSICOLOGÍA                                                                              	FPSIC	Facultad De Psicología                                                                              	FPSIC	Facultad De Psicología                                                                              	MAGIX
165	FACULTAD DE PSICOLOGÍA                                                                              	FPSIC	Facultad De Psicología                                                                              	FPSIC	Facultad De Psicología                                                                              	MAGIX
131	FACULTAD DE PSICOLOGÍA                                                                              	FPSIC	Facultad De Psicología                                                                              	FPSIC	Facultad De Psicología                                                                              	MAGIX
126	DEPARTAMENTO DE FORMACIÓN HUMANÍSTICA                                                               	VII-DPTOS	Departamento De Formación Humanística                                                               	VII-DPTOS	Departamento De Formación Humanística                                                               	MAGIX
